"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","1.52737953100062","1.80184346683522","4.0834484929575","0.0129681603716421","1.55235949683761","5.86160722894489","3.52534403483892","2.36550132966755","2.31192552601604","1.34919061547534","0.291485592633791","0.594410494720378","2.77524021024551","5.00512274548784","2.74959777891436","2.92354282914955","3.35788848291034","3.90590570703537","3.05111384138905","4.09241588213234","3.74582925909013","5.20261254469669","5.47627506289945","6.09360614658718","6.88128644846589","7.55960735535939","5.187407433609","2.95086143736508","4.03181762931524","4.56920631229833","2.30677660153388","4.91487381604489","4.02172893348143","2.81498702341112","2.74477834077726","2.22885910675852","2.72489032945155","2.61864984794397","-3.06149399575565","4.61876296176425","4.3401389901636","2.53965004317709",
"Afghanistan","AFG","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5518228750497","12.7878432745193","5.38826747903948","6.73100353311864","19.6811468494609","14.8544491164925","17.9833820865992","18.3554054215666","9.79068588046582","13.6573397412116","7.82655196497619","4.53015392983139","2.13510778282216","1.97948271204346","-0.682546329105719","1.93817131049055","-1.38573516281275","-5.91675160405936","-30.0504451417962","-6.48174850425876","2.34243636016174",
"Africa Western and Central","AFW","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","3.75106675300614","0.525212749297992","-2.12819671027114","3.1797952493243","3.77855900337536","1.37676402754821","3.23586391172151","1.88902781236797","3.92108904596162","1.85100470191368","1.72982673062643","0.473405596069384","1.88154461715388","2.55696249998489","2.59635633512984","4.11606801862744","4.25732793543115","3.67256207190356","3.91469632006253","6.49942517592692","9.00192592029406","3.25934036134396","15.8823465743052","9.09214825594708","10.6654816031532","11.3464552897646","11.1595280825069","9.69019770401461","10.8771850562228","4.62994724913051","5.69339789653765","7.9454071530602","6.54978078426909","3.20521509507942","0.764552984201899","0.40353203765298","2.39732200488407","3.1315605334235","-1.73004922510385","5.78938054700828","6.24378198036925","4.65008447381821",
"Angola","AGO","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1714426437365","7.48241111692974","8.61194831565402","8.6178333190548","5.60291005313506","12.9181140490934","8.97000000792072","6.4682804002115","9.2902116686365","6.35649708404938","7.19417278290288","10.0649507436739","-4.14943676030229","-4.93083233339109","1.52938748839289","1.39795472482953","2.03979368218505","-3.92551972499591","5.89520870852706","4.18633956703825","1.77580311889032",
"Albania","ALB","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.1209491259599","6.25093614863412","18.3715174928144","-1.37230267151777","7.62004267989616","4.19774829902771","1.20372830091262","4.879422649893","6.9516741565085","5.12863706594658","7.87454849780096","5.33305491082403","5.41721094503225","2.49363426511474","3.03447846218398","3.20981777344653","0.314773496596771","5.02343004509889","2.79334506333288","4.28749392029822","6.0240375682184","2.85526268391894","4.04124520479665","-3.93587458958532","9.28682585057665","7.22422198732484","8.26207469781457",
"Andorra","AND","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1901576558852","3.92346979737283","8.9697877296822","7.93041391721655","4.87085169166095","4.39167052112242","2.14938130864415","-4.54040230612134","-4.45864394746184","-0.743107676302301","0.490629133288408","-5.6497034836941","-2.04671436016487","2.79725916968965","1.98400250941029","2.96193771626298","0.0487919025356831","1.30977203397845","1.88375257266078","-8.59472176956676","7.69867767984766","7.92166004691776","2.73958304970911",
"Arab World","ARB","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.61614562334597","7.8155012883377","5.43352798242913","2.70290434420089","11.9878393710747","6.39694002038669","6.15771293054657","8.75199984731165","6.57447260663504","3.57300311798978","5.95334038848598","4.33929501541319","4.73457985210072","5.54395753681011","4.2072708423088","2.77758305246655","2.64545945142183","2.70552767991022","1.66529323163562","2.46676314481662","-4.24036579795312","4.64011084082205","4.94649891440795","3.86316998698375",
"United Arab Emirates","ARE","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5854944946869","10.7303863460194","9.90686126738215","7.7265821223961","4.98994569997122","13.0727354189351","4.05068352294049","-2.7276039968089","1.52865773898476","4.53119163221072","1.19864083144185","7.45672098004202","7.49928932412205","5.62523857571797","6.14423650245229","4.44610847786436","-0.625113472847005","2.9368018190703","-7.06914860166783","5.75058077798802","6.89463369067394","6.45372913372344",
"Argentina","ARG","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","","","","","","","-1.52809485784033","2.54109364086739","1.84047798004931","8.82798491710213","10.5888875457106","4.94953594908509","0.652333019790191","3.81123252184095","5.2605175320205","0.97764272267564","-3.4014887883296","6.04675801773584","-1.78892736421386","11.0403357370561","8.42872821927902","-2.31321686615948","-0.650503348145719","3.85719167114524","2.0131244045433","-3.83980996982501","5.13630839929408","3.02241781730599","-0.375607403377828","-5.53775166077919","-1.71003630919807","9.38858027533543","6.94198411085642","7.28931943351235","6.38903154057016","-2.34485173434261","5.67733231142682","7.87505670699404","4.70110765094836","-1.94293659354219","0.343091492905032","-4.34830176989163","-9.71528992438883","4.2458321006863","6.87726660954016","9.10051330561359","8.50542758089313","9.08867196299568","5.12903142266356","-2.05463956842684","7.08982350862715","6.44482691116424","0.668753019040167","1.90976203783246","-1.64437754291544","2.66013801336062","-0.00873604146944729","2.57344588523401","-0.78707043111838","-3.05233563116396","-10.561133930038","9.58474035730899","6.02480728951085","0.775682562795126",
